Run,Security,Year,Price,Delta,IsSplit,IsBust,Yield,AvgRateOfReturn
6,Tri-City,1,120,20,False,False,0,0.2
6,United,1,121,21,False,False,2,0.23
6,Uranium,1,125,25,False,False,6,0.31
6,Valley Power,1,108,8,False,False,3,0.11
6,CCity Bonds,2,100,0,False,False,5,0.05
6,Growth Corp,2,135,23,False,False,1,0.172142857142857
6,Metro Prop,2,142,28,False,False,0,0.19280701754386
6,Pioneer,2,111,-2,False,False,4,0.0938495575221239
6,Shady,2,121,11,False,False,0,0.1
6,Stryker,2,83,56,True,False,0,0.304545454545455
6,Tri-City,2,139,19,False,False,0,0.179166666666667
6,United,2,76,30,True,False,2,0.259628099173554
6,Uranium,2,77,29,True,False,6,0.319
6,Valley Power,2,122,14,False,False,3,0.133703703703704
6,CCity Bonds,3,100,0,False,False,5,0.05
6,Growth Corp,3,77,18,True,False,1,0.166613756613757
6,Metro Prop,3,83,23,True,False,0,0.184876039864921
6,Pioneer,3,122,11,False,False,4,0.107611416726461
6,Shady,3,133,12,False,False,0,0.0997245179063361
6,Stryker,3,129,46,False,False,0,0.387769258853596
6,Tri-City,3,79,18,True,False,0,0.165007993605116
6,United,3,71,-5,False,False,2,0.159927504712194
6,Uranium,3,111,34,False,False,6,0.38582683982684
6,Valley Power,3,137,15,False,False,3,0.138316130337988
6,CCity Bonds,4,100,0,False,False,5,0.05
6,Growth Corp,4,75,-2,False,False,1,0.121713564213564
6,Metro Prop,4,89,6,False,False,0,0.156729319055317
6,Pioneer,4,119,-3,False,False,4,0.0827577428727145
6,Shady,4,125,-8,False,False,0,0.0597557944447897
6,Stryker,4,109,-20,False,False,0,0.252067254217717
6,Tri-City,4,86,7,False,False,0,0.145907893938014
6,United,4,81,10,False,False,2,0.162199149660906
6,Uranium,4,125,14,False,False,6,0.334415174915175
6,Valley Power,4,143,6,False,False,3,0.120160455417725
6,CCity Bonds,5,100,0,False,False,5,0.05
6,Growth Corp,5,92,17,False,False,1,0.145370851370851
6,Metro Prop,5,110,21,False,False,0,0.172574466480209
6,Pioneer,5,132,13,False,False,4,0.0947776228696002
6,Shady,5,123,-2,False,False,0,0.0446046355558317
6,Stryker,5,146,37,False,False,0,0.269543711631054
6,Tri-City,5,109,23,False,False,0,0.170214687243435
6,United,5,104,23,False,False,2,0.191487714790453
6,Uranium,5,144,19,False,False,6,0.30753213993214
6,Valley Power,5,79,14,True,False,3,0.125498993704809
6,CCity Bonds,6,100,0,False,False,5,0.05
6,Growth Corp,6,112,20,False,False,1,0.159185854403246
6,Metro Prop,6,125,15,False,False,0,0.166539328127447
6,Pioneer,6,147,15,False,False,4,0.102971251381232
6,Shady,6,130,7,False,False,0,0.0466556244808083
6,Stryker,6,126,-20,False,False,0,0.201788709464234
6,Tri-City,6,124,15,False,False,0,0.164781352519376
6,United,6,117,13,False,False,2,0.183611557197172
6,Uranium,6,134,-10,False,False,6,0.251647153647154
6,Valley Power,6,91,12,False,False,3,0.136228064374261
6,CCity Bonds,7,100,0,False,False,5,0.05
6,Growth Corp,7,130,18,False,False,1,0.160679711937476
6,Metro Prop,7,148,23,False,False,0,0.169033709823526
6,Pioneer,7,79,11,True,False,4,0.106725601281095
6,Shady,7,142,12,False,False,0,0.0531773484560774
6,Stryker,7,86,46,True,False,0,0.225115945980682
6,Tri-City,7,142,18,False,False,0,0.161978486491262
6,United,7,112,-5,False,False,2,0.15371833107743
6,Uranium,7,84,34,True,False,6,0.264738071996068
6,Valley Power,7,106,15,False,False,3,0.14502436914968
6,CCity Bonds,8,100,0,False,False,5,0.05
6,Growth Corp,8,137,7,False,False,1,0.148287055637599
6,Metro Prop,8,78,8,True,False,0,0.154661252852342
6,Pioneer,8,84,5,False,False,4,0.107625407450072
6,Shady,8,136,-6,False,False,0,0.0412484897582227
6,Stryker,8,46,-40,False,False,0,0.138836917849376
6,Tri-City,8,145,3,False,False,0,0.144372020750277
6,United,8,128,16,False,False,2,0.154592825407037
6,Uranium,8,70,-14,False,False,6,0.219741051091797
6,Valley Power,8,110,4,False,False,3,0.135151039987102
6,CCity Bonds,9,100,0,False,False,5,0.05
6,Growth Corp,9,145,8,False,False,1,0.139109986195303
6,Metro Prop,9,84,6,False,False,0,0.14602367774909
6,Pioneer,9,88,4,False,False,4,0.106249039426519
6,Shady,9,132,-4,False,False,0,0.0333973503733221
6,Stryker,9,86,40,False,False,0,0.220028951131812
6,Tri-City,9,77,8,True,False,0,0.135227236835495
6,United,9,132,4,False,False,2,0.142624178139588
6,Uranium,9,58,-12,False,False,6,0.185801569224455
6,Valley Power,9,113,3,False,False,3,0.126194863826919
6,CCity Bonds,10,100,0,False,False,5,0.05
6,Growth Corp,10,82,19,True,False,1,0.139681746196462
6,Metro Prop,10,108,24,False,False,0,0.15999273854561
6,Pioneer,10,105,17,False,False,4,0.119487771847504
6,Shady,10,141,9,False,False,0,0.0368757971541717
6,Stryker,10,81,-5,False,False,0,0.192212102530259
6,Tri-City,10,103,26,False,False,0,0.15547074691818
6,United,10,145,13,False,False,2,0.139725396689266
6,Uranium,10,51,-7,False,False,6,0.165497274370975
6,Valley Power,10,128,15,False,False,3,0.12950458098405
7,CCity Bonds,1,100,0,False,False,5,0.05
7,Growth Corp,1,98,-2,False,False,1,-0.01
7,Metro Prop,1,106,6,False,False,0,0.0600000000000001
7,Pioneer,1,97,-3,False,False,4,0.01
7,Shady,1,92,-8,False,False,0,-0.08
7,Stryker,1,80,-20,False,False,0,-0.2
7,Tri-City,1,107,7,False,False,0,0.0700000000000001
7,United,1,110,10,False,False,2,0.12
7,Uranium,1,114,14,False,False,6,0.2
7,Valley Power,1,106,6,False,False,3,0.0900000000000001
7,CCity Bonds,2,100,0,False,False,5,0.05
7,Growth Corp,2,106,8,False,False,1,0.0409183673469388
7,Metro Prop,2,112,6,False,False,0,0.0583018867924529
7,Pioneer,2,101,4,False,False,4,0.0462371134020618
7,Shady,2,88,-4,False,False,0,-0.0617391304347826
7,Stryker,2,120,40,False,False,0,0.15
7,Tri-City,2,115,8,False,False,0,0.0723831775700935
7,United,2,114,4,False,False,2,0.0872727272727273
7,Uranium,2,102,-12,False,False,6,0.0736842105263157
7,Valley Power,2,109,3,False,False,3,0.0733018867924529
7,CCity Bonds,3,100,0,False,False,5,0.05
7,Growth Corp,3,117,11,False,False,1,0.0650147606212296
7,Metro Prop,3,123,11,False,False,0,0.0716060197663972
7,Pioneer,3,96,-5,False,False,4,0.0275244122350379
7,Shady,3,81,-7,False,False,0,-0.0676745718050066
7,Stryker,3,75,30,True,False,0,0.183333333333333
7,Tri-City,3,125,10,False,False,0,0.0772409589597725
7,United,3,103,-11,False,False,2,0.031866028708134
7,Uranium,3,84,-18,False,False,6,0.00990712074303401
7,Valley Power,3,105,-4,False,False,3,0.0458098205527668
7,CCity Bonds,4,100,0,False,False,5,0.05
7,Growth Corp,4,135,18,False,False,1,0.0893593610642128
7,Metro Prop,4,146,23,False,False,0,0.100452482304473
7,Pioneer,4,107,11,False,False,4,0.0597058091762784
7,Shady,4,93,12,False,False,0,-0.0137188918167179
7,Stryker,4,121,46,False,False,0,0.290833333333333
7,Tri-City,4,143,18,False,False,0,0.0939307192198293
7,United,4,98,-5,False,False,2,0.0166179681330422
7,Uranium,4,118,34,False,False,6,0.126477959604895
7,Valley Power,4,120,15,False,False,3,0.0772145082717179
7,CCity Bonds,5,100,0,False,False,5,0.05
7,Growth Corp,5,81,26,True,False,1,0.114450451814333
7,Metro Prop,5,81,16,True,False,0,0.102279794062756
7,Pioneer,5,132,25,False,False,4,0.101970254817658
7,Shady,5,101,8,False,False,0,0.00622918762189448
7,Stryker,5,107,-14,False,False,0,0.209526170798898
7,Tri-City,5,82,21,True,False,0,0.104515204746493
7,United,5,112,14,False,False,2,0.0459474357309236
7,Uranium,5,114,-4,False,False,6,0.10457219819239
7,Valley Power,5,137,17,False,False,3,0.0951049399507077
7,CCity Bonds,6,100,0,False,False,5,0.05
7,Growth Corp,6,88,7,False,False,1,0.111836281861739
7,Metro Prop,6,75,-6,False,False,0,0.0728874827066178
7,Pioneer,6,142,10,False,False,4,0.102651980024816
7,Shady,6,91,-10,False,False,0,-0.0113106604801044
7,Stryker,6,137,30,False,False,0,0.221334114295032
7,Tri-City,6,88,6,False,False,0,0.0992911259066302
7,United,6,93,-19,False,False,2,0.0129919107281506
7,Uranium,6,136,22,False,False,6,0.128079171008278
7,Valley Power,6,135,-2,False,False,3,0.0804706616377552
7,CCity Bonds,7,100,0,False,False,5,0.05
7,Growth Corp,7,86,-2,False,False,1,0.0942362935438279
7,Metro Prop,7,81,6,False,False,0,0.0739035566056725
7,Pioneer,7,139,-3,False,False,4,0.0889934476671463
7,Shady,7,83,-8,False,False,0,-0.0222537215418164
7,Stryker,7,117,-20,False,False,0,0.16885989775862
7,Tri-City,7,95,7,False,False,0,0.0964703157121766
7,United,7,103,10,False,False,2,0.0295691032047743
7,Uranium,7,75,14,True,False,6,0.137093070948272
7,Valley Power,7,141,6,False,False,3,0.0784986623561711
7,CCity Bonds,8,100,0,False,False,5,0.05
7,Growth Corp,8,94,8,False,False,1,0.0955381521996866
7,Metro Prop,8,87,6,False,False,0,0.0739248712892227
7,Pioneer,8,143,4,False,False,4,0.0850635113130696
7,Shady,8,79,-4,False,False,0,-0.0254961027346315
7,Stryker,8,79,40,True,False,0,0.191555829342211
7,Tri-City,8,103,8,False,False,0,0.0949378420376282
7,United,8,107,4,False,False,2,0.0331545187022357
7,Uranium,8,63,-12,False,False,6,0.109956437079738
7,Valley Power,8,144,3,False,False,3,0.07400547849782
7,CCity Bonds,9,100,0,False,False,5,0.05
7,Growth Corp,9,111,17,False,False,1,0.106199397699958
7,Metro Prop,9,108,21,False,False,0,0.0925309200731788
7,Pioneer,9,78,13,True,False,4,0.0919290263730781
7,Shady,9,77,-2,False,False,0,-0.0254761419525838
7,Stryker,9,116,37,False,False,0,0.222311229457493
7,Tri-City,9,126,23,False,False,0,0.109200411908312
7,United,9,130,23,False,False,2,0.0554312232701078
7,Uranium,9,82,19,False,False,6,0.141830765940367
7,Valley Power,9,79,14,True,False,3,0.0812147463190498
7,CCity Bonds,10,100,0,False,False,5,0.05
7,Growth Corp,10,119,8,False,False,1,0.10368756603807
7,Metro Prop,10,114,6,False,False,0,0.0888333836214164
7,Pioneer,10,82,4,False,False,4,0.0929925339921806
7,Shady,10,73,-4,False,False,0,-0.0281233329521306
7,Stryker,10,78,40,True,False,0,0.234562865132433
7,Tri-City,10,134,8,False,False,0,0.104629577066688
7,United,10,134,4,False,False,2,0.0545034855584816
7,Uranium,10,70,-12,False,False,6,0.120330616175599
7,Valley Power,10,82,3,False,False,3,0.0806882083960056
8,CCity Bonds,1,100,0,False,False,5,0.05
8,Growth Corp,1,106,6,False,False,1,0.0700000000000001
8,Metro Prop,1,104,4,False,False,0,0.04
8,Pioneer,1,103,3,False,False,4,0.0700000000000001
8,Shady,1,103,3,False,False,0,0.03
8,Stryker,1,85,-15,False,False,0,-0.15
8,Tri-City,1,105,5,False,False,0,0.05
8,United,1,108,8,False,False,2,0.1
8,Uranium,1,92,-8,False,False,6,-0.02
8,Valley Power,1,105,5,False,False,3,0.0800000000000001
8,CCity Bonds,2,100,0,False,False,5,0.05
8,Growth Corp,2,113,7,False,False,1,0.0727358490566038
8,Metro Prop,2,98,-6,False,False,0,-0.00884615384615384
8,Pioneer,2,113,10,False,False,4,0.102961165048544
8,Shady,2,93,-10,False,False,0,-0.0335436893203883
8,Stryker,2,115,30,False,False,0,0.101470588235294
8,Tri-City,2,111,6,False,False,0,0.0535714285714286
8,United,2,89,-19,False,False,2,-0.0287037037037037
8,Uranium,2,114,22,False,False,6,0.142173913043478
8,Valley Power,2,103,-2,False,False,3,0.0447619047619048
8,CCity Bonds,3,100,0,False,False,5,0.05
8,Growth Corp,3,120,7,False,False,1,0.0720893860967329
8,Metro Prop,3,92,-6,False,False,0,-0.026305599162742
8,Pioneer,3,123,10,False,False,4,0.109938711802274
8,Shady,3,83,-10,False,False,0,-0.0582047534537356
8,Stryker,3,145,30,False,False,0,0.15460358056266
8,Tri-City,3,117,6,False,False,0,0.0537323037323037
8,United,3,70,-19,False,False,2,-0.0828062144541545
8,Uranium,3,136,22,False,False,6,0.176653953724892
8,Valley Power,3,101,-2,False,False,3,0.0330775157959624
8,CCity Bonds,4,100,0,False,False,5,0.05
8,Growth Corp,4,140,20,False,False,1,0.0978170395725497
8,Metro Prop,4,107,15,False,False,0,0.0210316701931609
8,Pioneer,4,138,15,False,False,4,0.121071920030567
8,Shady,4,90,7,False,False,0,-0.0225692277409041
8,Stryker,4,125,-20,False,False,0,0.0814699268013052
8,Tri-City,4,132,15,False,False,0,0.0723505098505098
8,United,4,83,13,False,False,2,-0.00853323226918734
8,Uranium,4,126,-10,False,False,6,0.125137524117198
8,Valley Power,4,113,12,False,False,3,0.0619368497182589
8,CCity Bonds,5,100,0,False,False,5,0.05
8,Growth Corp,5,79,17,True,False,1,0.106825060229468
8,Metro Prop,5,128,21,False,False,0,0.0560776726031268
8,Pioneer,5,76,13,True,False,4,0.128741593995468
8,Shady,5,88,-2,False,False,0,-0.0224998266371677
8,Stryker,5,81,37,True,False,0,0.124375941441044
8,Tri-City,5,78,23,True,False,0,0.0942440442440442
8,United,5,106,23,False,False,2,0.0534143780400718
8,Uranium,5,145,19,False,False,6,0.139792558976298
8,Valley Power,5,127,14,False,False,3,0.0796379753498284
8,CCity Bonds,6,100,0,False,False,5,0.05
8,Growth Corp,6,85,6,False,False,1,0.103788816014008
8,Metro Prop,6,132,4,False,False,0,0.0519397271692724
8,Pioneer,6,79,3,False,False,4,0.122635538855873
8,Shady,6,91,3,False,False,0,-0.0130680373491549
8,Stryker,6,66,-15,False,False,0,0.0727824203366726
8,Tri-City,6,83,5,False,False,0,0.0892204642204642
8,United,6,114,8,False,False,2,0.0602352521403114
8,Uranium,6,137,-8,False,False,6,0.114194948572203
8,Valley Power,6,132,5,False,False,3,0.0768636671222323
8,CCity Bonds,7,100,0,False,False,5,0.05
8,Growth Corp,7,108,23,False,False,1,0.129297976751503
8,Metro Prop,7,80,28,True,False,0,0.0748227964481209
8,Pioneer,7,77,-2,False,False,4,0.108732812690206
8,Shady,7,102,11,False,False,0,0.00606727096917019
8,Stryker,7,122,56,False,False,0,0.183597052929269
8,Tri-City,7,102,19,False,False,0,0.109176921139055
8,United,7,144,30,False,False,2,0.0917304667468333
8,Uranium,7,83,29,True,False,6,0.140634252060845
8,Valley Power,7,146,14,False,False,3,0.0842814116458961
8,CCity Bonds,8,100,0,False,False,5,0.05
8,Growth Corp,8,127,19,False,False,1,0.136283877805713
8,Metro Prop,8,104,24,False,False,0,0.102969946892106
8,Pioneer,8,94,17,False,False,4,0.129232120194839
8,Shady,8,111,9,False,False,0,0.0163382738627298
8,Stryker,8,117,-5,False,False,0,0.155524470493438
8,Tri-City,8,128,26,False,False,0,0.127392551094713
8,United,8,79,13,True,False,2,0.0958891584034792
8,Uranium,8,76,-7,False,False,6,0.121548946456854
8,Valley Power,8,81,15,True,False,3,0.0925818516285153
8,CCity Bonds,9,100,0,False,False,5,0.05
8,Growth Corp,9,136,9,False,False,1,0.129890131102891
8,Metro Prop,9,114,10,False,False,0,0.102212602365633
8,Pioneer,9,101,7,False,False,4,0.12787535979494
8,Shady,9,106,-5,False,False,0,0.00951790509519925
8,Stryker,9,97,-20,False,False,0,0.11925062144526
8,Tri-City,9,140,12,False,False,0,0.123654489861967
8,United,9,100,21,False,False,2,0.117583611970462
8,Uranium,9,94,18,False,False,6,0.143131227259894
8,Valley Power,9,88,7,False,False,3,0.0960124003501754
8,CCity Bonds,10,100,0,False,False,5,0.05
8,Growth Corp,10,148,12,False,False,1,0.126459941522014
8,Metro Prop,10,128,14,False,False,0,0.104272043883455
8,Pioneer,10,114,13,False,False,4,0.131919506983762
8,Shady,10,116,10,False,False,0,0.0180000768498303
8,Stryker,10,107,10,False,False,0,0.117634837651249
8,Tri-City,10,80,20,True,False,0,0.125574755161484
8,United,10,121,21,False,False,2,0.128825250773416
8,Uranium,10,119,25,False,False,6,0.16179682793816
8,Valley Power,10,96,8,False,False,3,0.0989111603151579
9,CCity Bonds,1,100,0,False,False,5,0.05
9,Growth Corp,1,106,6,False,False,1,0.0700000000000001
9,Metro Prop,1,104,4,False,False,0,0.04
9,Pioneer,1,103,3,False,False,4,0.0700000000000001
9,Shady,1,103,3,False,False,0,0.03
9,Stryker,1,85,-15,False,False,0,-0.15
9,Tri-City,1,105,5,False,False,0,0.05
9,United,1,108,8,False,False,2,0.1
9,Uranium,1,92,-8,False,False,6,-0.02
9,Valley Power,1,105,5,False,False,3,0.0800000000000001
9,CCity Bonds,2,100,0,False,False,5,0.05
9,Growth Corp,2,104,-2,False,False,1,0.0302830188679246
9,Metro Prop,2,110,6,False,False,0,0.0488461538461539
9,Pioneer,2,100,-3,False,False,4,0.0398543689320389
9,Shady,2,95,-8,False,False,0,-0.0238349514563106
9,Stryker,2,65,-20,False,False,0,-0.192647058823529
9,Tri-City,2,112,7,False,False,0,0.0583333333333333
9,United,2,118,10,False,False,2,0.105555555555556
9,Uranium,2,106,14,False,False,6,0.0986956521739131
9,Valley Power,2,111,6,False,False,3,0.0828571428571429
9,CCity Bonds,3,100,0,False,False,5,0.05
9,Growth Corp,3,110,6,False,False,1,0.0426245766811805
9,Metro Prop,3,114,4,False,False,0,0.0446853146853147
9,Pioneer,3,103,3,False,False,4,0.0499029126213593
9,Shady,3,98,3,False,False,0,-0.00536365184806672
9,Stryker,3,50,-15,False,False,0,-0.205354449472097
9,Tri-City,3,117,5,False,False,0,0.0537698412698413
9,United,3,126,8,False,False,2,0.0986189579409919
9,Uranium,3,98,-8,False,False,6,0.0595077932731748
9,Valley Power,3,116,5,False,False,3,0.0792621192621192
9,CCity Bonds,4,100,0,False,False,5,0.05
9,Growth Corp,4,130,20,False,False,1,0.0796957052381581
9,Metro Prop,4,129,15,False,False,0,0.0664087228560913
9,Pioneer,4,118,15,False,False,4,0.0835436893203884
9,Shady,4,105,7,False,False,0,0.0138344039710928
9,Stryker,4,30,-20,False,False,0,-0.254015837104072
9,Tri-City,4,132,15,False,False,0,0.072378663003663
9,United,4,139,13,False,False,2,0.103726123217649
9,Uranium,4,88,-10,False,False,6,0.034426763322228
9,Valley Power,4,128,12,False,False,3,0.091774175653486
9,CCity Bonds,5,100,0,False,False,5,0.05
9,Growth Corp,5,137,7,False,False,1,0.0760642564982188
9,Metro Prop,5,137,8,False,False,0,0.0655300790600668
9,Pioneer,5,123,5,False,False,4,0.0820891887444463
9,Shady,5,99,-6,False,False,0,-0.000361048251697182
9,Stryker,5,60,-40,False,True,0,-0.403212669683258
9,Tri-City,5,135,3,False,False,0,0.062448384948385
9,United,5,78,16,True,False,2,0.113196725912248
9,Uranium,5,74,-14,False,False,6,0.00935959247596421
9,Valley Power,5,132,4,False,False,3,0.0843568405227888
9,CCity Bonds,6,100,0,False,False,5,0.05
9,Growth Corp,6,79,20,True,False,1,0.0913674156949876
9,Metro Prop,6,76,15,True,False,0,0.0728565743992041
9,Pioneer,6,138,15,False,False,4,0.0941529147396131
9,Shady,6,106,7,False,False,0,0.0114836382414308
9,Stryker,6,40,-20,False,False,0,-0.391566113624937
9,Tri-City,6,75,15,True,False,0,0.0705588393088393
9,United,6,91,13,False,False,2,0.126381886978156
9,Uranium,6,64,-10,False,False,6,-0.00120934861237217
9,Valley Power,6,144,12,False,False,3,0.0892367610417179
9,CCity Bonds,7,100,0,False,False,5,0.05
9,Growth Corp,7,98,19,False,False,1,0.11448129301885
9,Metro Prop,7,100,24,False,False,0,0.107561274297062
9,Pioneer,7,78,17,True,False,4,0.107617612219875
9,Shady,7,115,9,False,False,0,0.0219724985465633
9,Stryker,7,35,-5,False,False,0,-0.353485240249946
9,Tri-City,7,101,26,False,False,0,0.110002814645672
9,United,7,104,13,False,False,2,0.1318752123863
9,Uranium,7,57,-7,False,False,6,-0.00326872738203329
9,Valley Power,7,80,15,True,False,3,0.0983140491468693
9,CCity Bonds,8,100,0,False,False,5,0.05
9,Growth Corp,8,103,5,False,False,1,0.107824192615984
9,Metro Prop,8,107,7,False,False,0,0.102866115009929
9,Pioneer,8,77,-1,False,False,4,0.0989731030000833
9,Shady,8,112,-3,False,False,0,0.0159650666630255
9,Stryker,8,80,45,False,False,0,-0.148585299504417
9,Tri-City,8,107,6,False,False,0,0.10367820538922
9,United,8,94,-10,False,False,2,0.105775426222628
9,Uranium,8,67,10,False,False,6,0.0322275828389665
9,Valley Power,8,84,4,False,False,3,0.0969622930035106
9,CCity Bonds,9,100,0,False,False,5,0.05
9,Growth Corp,9,109,6,False,False,1,0.103394967330713
9,Metro Prop,9,111,4,False,False,0,0.0955902330721699
9,Pioneer,9,80,3,False,False,4,0.0980771016566397
9,Shady,9,115,3,False,False,0,0.0171673608433243
9,Stryker,9,65,-15,False,False,0,-0.152909155115037
9,Tri-City,9,112,5,False,False,0,0.0973505127862643
9,United,9,102,8,False,False,2,0.105842932056047
9,Uranium,9,59,-8,False,False,6,0.0253299907158972
9,Valley Power,9,89,5,False,False,3,0.0967707154740201
9,CCity Bonds,10,100,0,False,False,5,0.05
9,Growth Corp,10,116,7,False,False,1,0.100394920138926
9,Metro Prop,10,105,-6,False,False,0,0.0806258043595475
9,Pioneer,10,90,10,False,False,4,0.105769391490976
9,Shady,10,105,-10,False,False,0,0.0067549725850788
9,Stryker,10,95,30,False,False,0,-0.0914643934496876
9,Tri-City,10,118,6,False,False,0,0.0929726043647807
9,United,10,83,-19,False,False,2,0.078591972183776
